,foundation,test_r2,train_r2,alpha,l1_ratio
225,Care,0.045008334832642105,0.026288755995590996,9.574162202965451e-05,0.99
226,Fairness,0.012127685711276981,0.016502131029419553,7.707643208384726e-07,0.5
227,Loyalty,0.049271626917055666,0.05910086701922079,2.654557539863158e-05,0.99
228,Authority,0.019971296824257023,0.04136605462440168,3.397037586403749e-05,0.99
229,Purity,0.110512541562098,0.10806210653414894,7.239882789108787e-06,0.9
230,Care,0.033310755786868596,0.03209682519738766,5.214136859466257e-05,0.99
231,Fairness,0.015140571160309868,0.01696663892960537,6.974652711826297e-06,0.99
232,Loyalty,0.03255537441720768,0.06256178789091249,1.1974681567658056e-05,0.9
233,Authority,0.017729145849389227,0.04244045233100757,1.961216951987144e-05,0.99
234,Purity,0.08363511653947353,0.11552210050841971,2.9857925426704208e-06,0.9
235,Care,0.019835019525728192,0.043616791062300764,1.7532500532289977e-05,0.99
236,Fairness,0.003063149419744504,0.019898330298237732,4.412789717047499e-06,0.99
237,Loyalty,0.03442789461008422,0.058342510347486054,6.508817292370095e-05,0.99
238,Authority,0.014438806628118916,0.038605802095645125,5.026232204579099e-05,0.99
239,Purity,0.09716538002008435,0.10857829976108668,5.69545785361315e-05,0.99
240,Care,0.03926188926392071,0.03844919907990041,1.4530581284711195e-05,0.99
241,Fairness,0.01021419440978566,0.016720295393448215,7.00316785804891e-07,0.3
242,Loyalty,0.04572854303492735,0.05222390626037832,0.00010659897435091298,0.99
243,Authority,0.03539339148862697,0.03649572074240737,3.53146375478165e-05,0.99
244,Purity,0.07842494169362568,0.11193817202470469,8.757199768526611e-05,0.99
245,Care,-0.01179407759745188,0.05134368884293683,1.4030799124468854e-06,0.7
246,Fairness,0.004251271818760949,0.018910109750741366,7.45924549448599e-07,0.5
247,Loyalty,0.08152268138296415,0.04933609555847385,3.434602955609595e-05,0.99
248,Authority,0.05730606459259069,0.030832040802611926,3.0603623237169567e-05,0.99
249,Purity,0.13775392130710262,0.09806755934208478,6.615431052367178e-05,0.99
