Foundation,R2,Representation,DocThreshold,Aggregation
Purity,0.2011474982119923,BERT,NumberPosts>=10,non-MIL
Care,0.07626811165902414,BERT,NumberPosts>=10,non-MIL
Fairness,0.03394630767757078,BERT,NumberPosts>=10,non-MIL
Authority,0.1697367550460791,BERT,NumberPosts>=10,non-MIL
Loyalty,0.120103949352108,BERT,NumberPosts>=10,non-MIL
Purity,0.16110483007927978,BERT,NumberPosts>=10,non-MIL
Care,0.04794819210673906,BERT,NumberPosts>=10,non-MIL
Fairness,0.03695385706594434,BERT,NumberPosts>=10,non-MIL
Authority,0.19231713617256707,BERT,NumberPosts>=10,non-MIL
Loyalty,0.09933117900815502,BERT,NumberPosts>=10,non-MIL
Purity,0.2309727144032958,BERT,NumberPosts>=10,non-MIL
Care,0.060240793397013485,BERT,NumberPosts>=10,non-MIL
Fairness,0.020041789523409737,BERT,NumberPosts>=10,non-MIL
Authority,0.17821218089974455,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12546270341954102,BERT,NumberPosts>=10,non-MIL
Purity,0.18302795724923396,BERT,NumberPosts>=10,non-MIL
Care,0.07939203155542672,BERT,NumberPosts>=10,non-MIL
Fairness,0.03370949498635878,BERT,NumberPosts>=10,non-MIL
Authority,0.1765197687714236,BERT,NumberPosts>=10,non-MIL
Loyalty,0.08276888816835548,BERT,NumberPosts>=10,non-MIL
Purity,0.1779770406426825,BERT,NumberPosts>=10,non-MIL
Care,0.06585410596473884,BERT,NumberPosts>=10,non-MIL
Fairness,0.0158235652780927,BERT,NumberPosts>=10,non-MIL
Authority,0.15234087929744902,BERT,NumberPosts>=10,non-MIL
Loyalty,0.07309834861950493,BERT,NumberPosts>=10,non-MIL
Purity,0.16411532947138166,BERT,NumberPosts>=10,non-MIL
Care,0.0668310320888289,BERT,NumberPosts>=10,non-MIL
Fairness,0.01842376251275024,BERT,NumberPosts>=10,non-MIL
Authority,0.18212231424835826,BERT,NumberPosts>=10,non-MIL
Loyalty,0.09343915041467477,BERT,NumberPosts>=10,non-MIL
Purity,0.2127149803583812,BERT,NumberPosts>=10,non-MIL
Care,0.06968983244312921,BERT,NumberPosts>=10,non-MIL
Fairness,0.03690829714397415,BERT,NumberPosts>=10,non-MIL
Authority,0.16651941713303664,BERT,NumberPosts>=10,non-MIL
Loyalty,0.10095711293058618,BERT,NumberPosts>=10,non-MIL
Purity,0.16270545952913418,BERT,NumberPosts>=10,non-MIL
Care,0.07410800932207129,BERT,NumberPosts>=10,non-MIL
Fairness,0.01636031975181218,BERT,NumberPosts>=10,non-MIL
Authority,0.22344568842200307,BERT,NumberPosts>=10,non-MIL
Loyalty,0.14086989702451005,BERT,NumberPosts>=10,non-MIL
Purity,0.24806058971065226,BERT,NumberPosts>=10,non-MIL
Care,0.0691446613437775,BERT,NumberPosts>=10,non-MIL
Fairness,0.037381113500295486,BERT,NumberPosts>=10,non-MIL
Authority,0.1918189975381105,BERT,NumberPosts>=10,non-MIL
Loyalty,0.13538121244104714,BERT,NumberPosts>=10,non-MIL
Purity,0.1840984326323444,BERT,NumberPosts>=10,non-MIL
Care,0.0956678841944979,BERT,NumberPosts>=10,non-MIL
Fairness,0.046520438656154295,BERT,NumberPosts>=10,non-MIL
Authority,0.15990726796450105,BERT,NumberPosts>=10,non-MIL
Loyalty,0.13694107126309707,BERT,NumberPosts>=10,non-MIL
Purity,0.18067444828032095,BERT,NumberPosts>=10,non-MIL
Care,0.036034689642139406,BERT,NumberPosts>=10,non-MIL
Fairness,0.00686543924055949,BERT,NumberPosts>=10,non-MIL
Authority,0.17367333289995612,BERT,NumberPosts>=10,non-MIL
Loyalty,0.09630464353411483,BERT,NumberPosts>=10,non-MIL
Purity,0.1901602130180161,BERT,NumberPosts>=10,non-MIL
Care,0.06146275270467105,BERT,NumberPosts>=10,non-MIL
Fairness,0.031229885149506864,BERT,NumberPosts>=10,non-MIL
Authority,0.2005688193026165,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12465767139813078,BERT,NumberPosts>=10,non-MIL
Purity,0.21238061982948664,BERT,NumberPosts>=10,non-MIL
Care,0.06475680527696881,BERT,NumberPosts>=10,non-MIL
Fairness,0.021418389110520963,BERT,NumberPosts>=10,non-MIL
Authority,0.20367386034099774,BERT,NumberPosts>=10,non-MIL
Loyalty,0.09717442565313417,BERT,NumberPosts>=10,non-MIL
Purity,0.17698022788730686,BERT,NumberPosts>=10,non-MIL
Care,0.07797666675238812,BERT,NumberPosts>=10,non-MIL
Fairness,0.046830780139044285,BERT,NumberPosts>=10,non-MIL
Authority,0.16650152513872565,BERT,NumberPosts>=10,non-MIL
Loyalty,0.08083816820986156,BERT,NumberPosts>=10,non-MIL
Purity,0.20110966294252294,BERT,NumberPosts>=10,non-MIL
Care,0.07435186128191995,BERT,NumberPosts>=10,non-MIL
Fairness,0.040723107822096205,BERT,NumberPosts>=10,non-MIL
Authority,0.17964674886987195,BERT,NumberPosts>=10,non-MIL
Loyalty,0.10992864002814018,BERT,NumberPosts>=10,non-MIL
Purity,0.20136793832815086,BERT,NumberPosts>=10,non-MIL
Care,0.05335127857869682,BERT,NumberPosts>=10,non-MIL
Fairness,0.016513935893171627,BERT,NumberPosts>=10,non-MIL
Authority,0.18836906522494606,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1188885758259417,BERT,NumberPosts>=10,non-MIL
Purity,0.21264055273577945,BERT,NumberPosts>=10,non-MIL
Care,0.0867242046490454,BERT,NumberPosts>=10,non-MIL
Fairness,0.050259762649658916,BERT,NumberPosts>=10,non-MIL
Authority,0.197628960342114,BERT,NumberPosts>=10,non-MIL
Loyalty,0.14098001259566784,BERT,NumberPosts>=10,non-MIL
Purity,0.21560372831962984,BERT,NumberPosts>=10,non-MIL
Care,0.08025509186449209,BERT,NumberPosts>=10,non-MIL
Fairness,0.03366358551108184,BERT,NumberPosts>=10,non-MIL
Authority,0.1246634148554423,BERT,NumberPosts>=10,non-MIL
Loyalty,0.03494722462663768,BERT,NumberPosts>=10,non-MIL
Purity,0.12798847832814686,BERT,NumberPosts>=10,non-MIL
Care,0.06846366480484689,BERT,NumberPosts>=10,non-MIL
Fairness,6.912713633709933e-4,BERT,NumberPosts>=10,non-MIL
Authority,0.1731705679535832,BERT,NumberPosts>=10,non-MIL
Loyalty,0.08967347331006492,BERT,NumberPosts>=10,non-MIL
Purity,0.1862866889397199,BERT,NumberPosts>=10,non-MIL
Care,0.1046978027247416,BERT,NumberPosts>=10,non-MIL
Fairness,0.03507805619960713,BERT,NumberPosts>=10,non-MIL
Authority,0.1191693232658031,BERT,NumberPosts>=10,non-MIL
Loyalty,0.0776178838932311,BERT,NumberPosts>=10,non-MIL
Purity,0.17792441424734962,BERT,NumberPosts>=10,non-MIL
Care,0.03959624219933333,BERT,NumberPosts>=10,non-MIL
Fairness,0.023584093027102515,BERT,NumberPosts>=10,non-MIL
Authority,0.21256421512442106,BERT,NumberPosts>=10,non-MIL
Loyalty,0.11219342853094494,BERT,NumberPosts>=10,non-MIL
Purity,0.24125471592269354,BERT,NumberPosts>=10,non-MIL
Care,0.0949992338560599,BERT,NumberPosts>=10,non-MIL
Fairness,0.018963459853255867,BERT,NumberPosts>=10,non-MIL
Authority,0.17490246449357438,BERT,NumberPosts>=10,non-MIL
Loyalty,0.10718454107619836,BERT,NumberPosts>=10,non-MIL
Purity,0.18279591973467813,BERT,NumberPosts>=10,non-MIL
Care,0.06959524308997045,BERT,NumberPosts>=10,non-MIL
Fairness,0.03899211842071981,BERT,NumberPosts>=10,non-MIL
Authority,0.20845936428500575,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12739002490456852,BERT,NumberPosts>=10,non-MIL
Purity,0.21178470957778595,BERT,NumberPosts>=10,non-MIL
Care,0.043993029575838616,BERT,NumberPosts>=10,non-MIL
Fairness,0.03313938873553845,BERT,NumberPosts>=10,non-MIL
Authority,0.1483565458042938,BERT,NumberPosts>=10,non-MIL
Loyalty,0.11367959070425293,BERT,NumberPosts>=10,non-MIL
Purity,0.16704781368106514,BERT,NumberPosts>=10,non-MIL
Care,0.04697132767946144,BERT,NumberPosts>=10,non-MIL
Fairness,0.024569100397600633,BERT,NumberPosts>=10,non-MIL
Authority,0.21659275033600733,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1509737853270835,BERT,NumberPosts>=10,non-MIL
Purity,0.19965641899456305,BERT,NumberPosts>=10,non-MIL
Care,0.0611163710372401,BERT,NumberPosts>=10,non-MIL
Fairness,0.03263931203346515,BERT,NumberPosts>=10,non-MIL
Authority,0.16350834673284276,BERT,NumberPosts>=10,non-MIL
Loyalty,0.11566760264844812,BERT,NumberPosts>=10,non-MIL
Purity,0.1715217119581527,BERT,NumberPosts>=10,non-MIL
Care,0.06136671654649418,BERT,NumberPosts>=10,non-MIL
Fairness,0.036815172008866526,BERT,NumberPosts>=10,non-MIL
Authority,0.18462598717923928,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1226768761983531,BERT,NumberPosts>=10,non-MIL
Purity,0.19954579149452226,BERT,NumberPosts>=10,non-MIL
Care,0.10312231450879628,BERT,NumberPosts>=10,non-MIL
Fairness,0.01457554442563058,BERT,NumberPosts>=10,non-MIL
Authority,0.15184743802721026,BERT,NumberPosts>=10,non-MIL
Loyalty,0.08471207320214102,BERT,NumberPosts>=10,non-MIL
Purity,0.2048703333212553,BERT,NumberPosts>=10,non-MIL
Care,0.07606735784516461,BERT,NumberPosts>=10,non-MIL
Fairness,0.03203817097784012,BERT,NumberPosts>=10,non-MIL
Authority,0.12186957610846715,BERT,NumberPosts>=10,non-MIL
Loyalty,0.05928225532243904,BERT,NumberPosts>=10,non-MIL
Purity,0.16384435216960602,BERT,NumberPosts>=10,non-MIL
Care,0.036767065458881636,BERT,NumberPosts>=10,non-MIL
Fairness,-0.003752169090826651,BERT,NumberPosts>=10,non-MIL
Authority,0.20697791896051346,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12297978836905975,BERT,NumberPosts>=10,non-MIL
Purity,0.18949583576071294,BERT,NumberPosts>=10,non-MIL
Care,0.0842622864671021,BERT,NumberPosts>=10,non-MIL
Fairness,0.030425465616478964,BERT,NumberPosts>=10,non-MIL
Authority,0.16868153089926066,BERT,NumberPosts>=10,non-MIL
Loyalty,0.10058552715441127,BERT,NumberPosts>=10,non-MIL
Purity,0.14265224832351475,BERT,NumberPosts>=10,non-MIL
Care,0.10228734528469474,BERT,NumberPosts>=10,non-MIL
Fairness,0.04317615588297618,BERT,NumberPosts>=10,non-MIL
Authority,0.16897481009846205,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1133596114841624,BERT,NumberPosts>=10,non-MIL
Purity,0.2208639986492179,BERT,NumberPosts>=10,non-MIL
Care,0.057868814588810776,BERT,NumberPosts>=10,non-MIL
Fairness,0.032499620258900075,BERT,NumberPosts>=10,non-MIL
Authority,0.17746059412113413,BERT,NumberPosts>=10,non-MIL
Loyalty,0.09497603936136334,BERT,NumberPosts>=10,non-MIL
Purity,0.204006585052508,BERT,NumberPosts>=10,non-MIL
Care,0.06716108038921942,BERT,NumberPosts>=10,non-MIL
Fairness,0.03321495525282259,BERT,NumberPosts>=10,non-MIL
Authority,0.15047381847540753,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12724213258370087,BERT,NumberPosts>=10,non-MIL
Purity,0.2030529071502638,BERT,NumberPosts>=10,non-MIL
Care,0.05948198979888086,BERT,NumberPosts>=10,non-MIL
Fairness,0.03997062092436854,BERT,NumberPosts>=10,non-MIL
Authority,0.14853944793466145,BERT,NumberPosts>=10,non-MIL
Loyalty,0.07870144175209247,BERT,NumberPosts>=10,non-MIL
Purity,0.18120528755742105,BERT,NumberPosts>=10,non-MIL
Care,0.07688299430422041,BERT,NumberPosts>=10,non-MIL
Fairness,0.02475942110894613,BERT,NumberPosts>=10,non-MIL
Authority,0.20117204198949254,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1262681333770609,BERT,NumberPosts>=10,non-MIL
Purity,0.1773053441629847,BERT,NumberPosts>=10,non-MIL
Care,0.08555175686834704,BERT,NumberPosts>=10,non-MIL
Fairness,0.020076919184636718,BERT,NumberPosts>=10,non-MIL
Authority,0.18280977604949197,BERT,NumberPosts>=10,non-MIL
Loyalty,0.10991690545885224,BERT,NumberPosts>=10,non-MIL
Purity,0.17618561320807302,BERT,NumberPosts>=10,non-MIL
Care,0.05105641180539422,BERT,NumberPosts>=10,non-MIL
Fairness,0.032828083975144806,BERT,NumberPosts>=10,non-MIL
Authority,0.17328321878788555,BERT,NumberPosts>=10,non-MIL
Loyalty,0.11731572087656805,BERT,NumberPosts>=10,non-MIL
Purity,0.17778914579254745,BERT,NumberPosts>=10,non-MIL
Care,0.07559097005399418,BERT,NumberPosts>=10,non-MIL
Fairness,0.02673507655914853,BERT,NumberPosts>=10,non-MIL
Authority,0.1961552826096268,BERT,NumberPosts>=10,non-MIL
Loyalty,0.11507447856059085,BERT,NumberPosts>=10,non-MIL
Purity,0.221227269115984,BERT,NumberPosts>=10,non-MIL
Care,0.07080225654630212,BERT,NumberPosts>=10,non-MIL
Fairness,0.04658788778453127,BERT,NumberPosts>=10,non-MIL
Authority,0.13629091404535965,BERT,NumberPosts>=10,non-MIL
Loyalty,0.09913489834734912,BERT,NumberPosts>=10,non-MIL
Purity,0.1735634646143075,BERT,NumberPosts>=10,non-MIL
Care,0.0370558500568674,BERT,NumberPosts>=10,non-MIL
Fairness,0.008995853805600973,BERT,NumberPosts>=10,non-MIL
Authority,0.1839724922483068,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1022624592538166,BERT,NumberPosts>=10,non-MIL
Purity,0.22227094793844396,BERT,NumberPosts>=10,non-MIL
Care,0.08015193095173022,BERT,NumberPosts>=10,non-MIL
Fairness,0.03122944883800693,BERT,NumberPosts>=10,non-MIL
Authority,0.181838965683934,BERT,NumberPosts>=10,non-MIL
Loyalty,0.0988424547312231,BERT,NumberPosts>=10,non-MIL
Purity,0.2273702285611344,BERT,NumberPosts>=10,non-MIL
Care,0.08149482458715808,BERT,NumberPosts>=10,non-MIL
Fairness,0.04689962397371394,BERT,NumberPosts>=10,non-MIL
Authority,0.16833790687498795,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1154196625011693,BERT,NumberPosts>=10,non-MIL
Purity,0.13448539651681113,BERT,NumberPosts>=10,non-MIL
Care,0.09679324310547466,BERT,NumberPosts>=10,non-MIL
Fairness,0.0389914024307354,BERT,NumberPosts>=10,non-MIL
Authority,0.2042791569240202,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1266502847152361,BERT,NumberPosts>=10,non-MIL
Purity,0.2085677517114161,BERT,NumberPosts>=10,non-MIL
Care,0.09056039594402376,BERT,NumberPosts>=10,non-MIL
Fairness,0.026595967037432392,BERT,NumberPosts>=10,non-MIL
Authority,0.19536998148505946,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12067243535087058,BERT,NumberPosts>=10,non-MIL
Purity,0.2366330080275804,BERT,NumberPosts>=10,non-MIL
Care,0.07517885469433061,BERT,NumberPosts>=10,non-MIL
Fairness,0.016359540084924906,BERT,NumberPosts>=10,non-MIL
Authority,0.1575395681984999,BERT,NumberPosts>=10,non-MIL
Loyalty,0.07072820185924245,BERT,NumberPosts>=10,non-MIL
Purity,0.17315871967827912,BERT,NumberPosts>=10,non-MIL
Care,0.06576596244444921,BERT,NumberPosts>=10,non-MIL
Fairness,0.030134345620690395,BERT,NumberPosts>=10,non-MIL
Authority,0.1770075497256305,BERT,NumberPosts>=10,non-MIL
Loyalty,0.12543216692235115,BERT,NumberPosts>=10,non-MIL
Purity,0.20984840503808144,BERT,NumberPosts>=10,non-MIL
Care,0.05353695069200748,BERT,NumberPosts>=10,non-MIL
Fairness,0.03751031908988234,BERT,NumberPosts>=10,non-MIL
Authority,0.16599342314858967,BERT,NumberPosts>=10,non-MIL
Loyalty,0.0894058549623622,BERT,NumberPosts>=10,non-MIL
Purity,0.1701393580609133,BERT,NumberPosts>=10,non-MIL
Care,0.05776439188761106,BERT,NumberPosts>=10,non-MIL
Fairness,0.018939110834923837,BERT,NumberPosts>=10,non-MIL
Authority,0.1688474340356827,BERT,NumberPosts>=10,non-MIL
Loyalty,0.1337944788168256,BERT,NumberPosts>=10,non-MIL
Purity,0.17856556048666405,BERT,NumberPosts>=10,non-MIL
Care,0.025584320499073217,MFD2,NumberPosts>=10,non-MIL
Fairness,0.003041145617971641,MFD2,NumberPosts>=10,non-MIL
Authority,0.04659305429386651,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.0420859205164279,MFD2,NumberPosts>=10,non-MIL
Purity,0.09414497066942196,MFD2,NumberPosts>=10,non-MIL
Care,0.041245221361392526,MFD2,NumberPosts>=10,non-MIL
Fairness,0.010890493884057828,MFD2,NumberPosts>=10,non-MIL
Authority,0.06764083312873037,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.035290231284511135,MFD2,NumberPosts>=10,non-MIL
Purity,0.12589218509259734,MFD2,NumberPosts>=10,non-MIL
Care,0.032712974616770474,MFD2,NumberPosts>=10,non-MIL
Fairness,0.003946428161313076,MFD2,NumberPosts>=10,non-MIL
Authority,0.053125028874798086,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.03580666031555835,MFD2,NumberPosts>=10,non-MIL
Purity,0.11128789610463463,MFD2,NumberPosts>=10,non-MIL
Care,0.0253542652509382,MFD2,NumberPosts>=10,non-MIL
Fairness,0.002104456424597001,MFD2,NumberPosts>=10,non-MIL
Authority,0.04323437857871026,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.01634412694904896,MFD2,NumberPosts>=10,non-MIL
Purity,0.09396411213088353,MFD2,NumberPosts>=10,non-MIL
Care,0.0247657542538553,MFD2,NumberPosts>=10,non-MIL
Fairness,0.005047409512226597,MFD2,NumberPosts>=10,non-MIL
Authority,0.04700608113057647,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.02054064554147894,MFD2,NumberPosts>=10,non-MIL
Purity,0.08862652270534288,MFD2,NumberPosts>=10,non-MIL
Care,0.03894865219624,MFD2,NumberPosts>=10,non-MIL
Fairness,0.009934110973908285,MFD2,NumberPosts>=10,non-MIL
Authority,0.0426978126439439,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.03274959597291638,MFD2,NumberPosts>=10,non-MIL
Purity,0.1040423892270721,MFD2,NumberPosts>=10,non-MIL
Care,0.009928715644678676,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.006127587218702324,MFD2,NumberPosts>=10,non-MIL
Authority,0.06448346123744497,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.04133559178807245,MFD2,NumberPosts>=10,non-MIL
Purity,0.13820682622358538,MFD2,NumberPosts>=10,non-MIL
Care,0.0240980021390097,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.0014585752260338758,MFD2,NumberPosts>=10,non-MIL
Authority,0.025381223156545563,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.010186305154156194,MFD2,NumberPosts>=10,non-MIL
Purity,0.07455611302840992,MFD2,NumberPosts>=10,non-MIL
Care,0.005172910785365414,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.004436739300509585,MFD2,NumberPosts>=10,non-MIL
Authority,0.06059148544831894,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.03761403119919482,MFD2,NumberPosts>=10,non-MIL
Purity,0.10323037352150577,MFD2,NumberPosts>=10,non-MIL
Care,0.05403532189292237,MFD2,NumberPosts>=10,non-MIL
Fairness,0.003204966737762716,MFD2,NumberPosts>=10,non-MIL
Authority,0.04862984007162785,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.038624873115541865,MFD2,NumberPosts>=10,non-MIL
Purity,0.07280978772093794,MFD2,NumberPosts>=10,non-MIL
Care,0.03747989299985155,MFD2,NumberPosts>=10,non-MIL
Fairness,0.012960359299561077,MFD2,NumberPosts>=10,non-MIL
Authority,0.0504671123412076,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.04353727453892087,MFD2,NumberPosts>=10,non-MIL
Purity,0.07350579521935552,MFD2,NumberPosts>=10,non-MIL
Care,0.039190759600554737,MFD2,NumberPosts>=10,non-MIL
Fairness,0.008846335542059823,MFD2,NumberPosts>=10,non-MIL
Authority,0.04692746761593192,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.033730015871927484,MFD2,NumberPosts>=10,non-MIL
Purity,0.10893643579655887,MFD2,NumberPosts>=10,non-MIL
Care,0.03193654282822112,MFD2,NumberPosts>=10,non-MIL
Fairness,0.007927224910701192,MFD2,NumberPosts>=10,non-MIL
Authority,0.0449506303663294,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.027226442585977503,MFD2,NumberPosts>=10,non-MIL
Purity,0.1032333707622346,MFD2,NumberPosts>=10,non-MIL
Care,0.013090665996319584,MFD2,NumberPosts>=10,non-MIL
Fairness,0.009577805228354276,MFD2,NumberPosts>=10,non-MIL
Authority,0.05509975350165552,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.0065571001092775685,MFD2,NumberPosts>=10,non-MIL
Purity,0.11291018435117785,MFD2,NumberPosts>=10,non-MIL
Care,0.011689598405741908,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.017350424970472792,MFD2,NumberPosts>=10,non-MIL
Authority,0.048527673628733885,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.04102967908616495,MFD2,NumberPosts>=10,non-MIL
Purity,0.11856487805317585,MFD2,NumberPosts>=10,non-MIL
Care,0.024501529637756758,MFD2,NumberPosts>=10,non-MIL
Fairness,0.02185002836404204,MFD2,NumberPosts>=10,non-MIL
Authority,0.05069357257606566,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.028675483508991077,MFD2,NumberPosts>=10,non-MIL
Purity,0.09510709869305467,MFD2,NumberPosts>=10,non-MIL
Care,0.032939447778271964,MFD2,NumberPosts>=10,non-MIL
Fairness,0.009138286972188658,MFD2,NumberPosts>=10,non-MIL
Authority,0.0461315001217546,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.03766442319805397,MFD2,NumberPosts>=10,non-MIL
Purity,0.09880378074799667,MFD2,NumberPosts>=10,non-MIL
Care,0.036639840155889725,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.00812805891459045,MFD2,NumberPosts>=10,non-MIL
Authority,0.07604263747527717,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.046627841843692064,MFD2,NumberPosts>=10,non-MIL
Purity,0.1427630450089663,MFD2,NumberPosts>=10,non-MIL
Care,0.0051284211738801275,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.0012959438567281545,MFD2,NumberPosts>=10,non-MIL
Authority,0.0279369901675961,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.01484567384998714,MFD2,NumberPosts>=10,non-MIL
Purity,0.06086160362652648,MFD2,NumberPosts>=10,non-MIL
Care,0.03627791960177485,MFD2,NumberPosts>=10,non-MIL
Fairness,0.013585712837640651,MFD2,NumberPosts>=10,non-MIL
Authority,0.032938458458513516,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.0016248536254805936,MFD2,NumberPosts>=10,non-MIL
Purity,0.08750281085856848,MFD2,NumberPosts>=10,non-MIL
Care,0.015711929340314845,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.018483208349049814,MFD2,NumberPosts>=10,non-MIL
Authority,0.03790963016518867,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.01637458238829059,MFD2,NumberPosts>=10,non-MIL
Purity,0.08777917774432242,MFD2,NumberPosts>=10,non-MIL
Care,0.029927437393319486,MFD2,NumberPosts>=10,non-MIL
Fairness,0.022821261071981014,MFD2,NumberPosts>=10,non-MIL
Authority,0.08716709645803689,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.04435648977469808,MFD2,NumberPosts>=10,non-MIL
Purity,0.1578301425781845,MFD2,NumberPosts>=10,non-MIL
Care,0.040720878703191736,MFD2,NumberPosts>=10,non-MIL
Fairness,7.894136374619887e-5,MFD2,NumberPosts>=10,non-MIL
Authority,0.04134259717115008,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.038435483608772913,MFD2,NumberPosts>=10,non-MIL
Purity,0.08605920325565762,MFD2,NumberPosts>=10,non-MIL
Care,0.03794170591316548,MFD2,NumberPosts>=10,non-MIL
Fairness,0.02019161845074291,MFD2,NumberPosts>=10,non-MIL
Authority,0.024604071717860054,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.004815665954135406,MFD2,NumberPosts>=10,non-MIL
Purity,0.06875318222369252,MFD2,NumberPosts>=10,non-MIL
Care,0.002724359547376709,MFD2,NumberPosts>=10,non-MIL
Fairness,0.00598411732041737,MFD2,NumberPosts>=10,non-MIL
Authority,0.043087754419630975,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.0399026499570474,MFD2,NumberPosts>=10,non-MIL
Purity,0.10627688485897656,MFD2,NumberPosts>=10,non-MIL
Care,0.02870448999709807,MFD2,NumberPosts>=10,non-MIL
Fairness,0.013171426591194524,MFD2,NumberPosts>=10,non-MIL
Authority,0.053003851452162236,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.04053276633699676,MFD2,NumberPosts>=10,non-MIL
Purity,0.10731297127361472,MFD2,NumberPosts>=10,non-MIL
Care,0.03892571878404905,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.006612409004830511,MFD2,NumberPosts>=10,non-MIL
Authority,0.03978963394860635,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.03389611014217275,MFD2,NumberPosts>=10,non-MIL
Purity,0.09183953922086384,MFD2,NumberPosts>=10,non-MIL
Care,0.03148010007640056,MFD2,NumberPosts>=10,non-MIL
Fairness,-0.005054940134976205,MFD2,NumberPosts>=10,non-MIL
Authority,0.06987041792432791,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.05189418325886441,MFD2,NumberPosts>=10,non-MIL
Purity,0.11218696682277553,MFD2,NumberPosts>=10,non-MIL
Care,0.02735626874736408,MFD2,NumberPosts>=10,non-MIL
Fairness,0.011764667819530228,MFD2,NumberPosts>=10,non-MIL
Authority,0.0348407790135169,MFD2,NumberPosts>=10,non-MIL
Loyalty,3.577417518356718e-4,MFD2,NumberPosts>=10,non-MIL
Purity,0.09967757051090907,MFD2,NumberPosts>=10,non-MIL
Care,0.011981542973894976,MFD2,NumberPosts>=10,non-MIL
Fairness,0.012434214640891006,MFD2,NumberPosts>=10,non-MIL
Authority,0.03736234166638885,MFD2,NumberPosts>=10,non-MIL
Loyalty,9.829824592777481e-5,MFD2,NumberPosts>=10,non-MIL
Purity,0.08502665296783883,MFD2,NumberPosts>=10,non-MIL
Care,0.010899641058881304,MFD2,NumberPosts>=10,non-MIL
Fairness,0.0011561518513228952,MFD2,NumberPosts>=10,non-MIL
Authority,0.05770728788276025,MFD2,NumberPosts>=10,non-MIL
Loyalty,0.03940478939473668,MFD2,NumberPosts>=10,non-MIL
Purity,0.10939837096661686,MFD2,NumberPosts>=10,non-MIL
Care,0.03365156144558912,MFD2,NumberPosts>=10,non-MIL
