,foundation,test_r2,train_r2,alpha,l1_ratio
69,Purity,0.13742851805771394,0.21574241165210428,0.01207041790521114,0.01
70,Care,0.052784680214307045,0.08787248319299856,0.03553299081557013,0.01
71,Fairness,0.018230740913216303,0.04440565846911482,0.0556282416720669,0.01
72,Loyalty,0.11564855133635998,0.2008370842953925,0.012832633565755501,0.01
73,Authority,0.09663353476993397,0.1446119556001657,0.020529655230262702,0.01
74,Purity,0.12660739572524748,0.20779071318378917,0.013746965022109318,0.01
75,Care,0.06704501234070848,0.07787717191812138,0.039998063234744904,0.01
76,Fairness,0.022495661976196124,0.03053596601463282,0.0025082334792151796,0.99
77,Loyalty,0.0978681557444473,0.20695242488708043,0.012315503255376281,0.01
78,Authority,0.06862053924197709,0.159719659077316,0.008324994232502254,0.1
79,Purity,0.0819798782785982,0.23519491388004898,0.006137067055993415,0.1
80,Care,0.044312392288872515,0.09822633919877388,0.03047519512514757,0.01
81,Fairness,0.005923667381030895,0.06216682888276248,0.037375574804568115,0.01
82,Loyalty,0.13106673829215532,0.2112216627156248,0.010804220419389407,0.01
83,Authority,0.10983568622418305,0.15051420897637358,0.01805430269629372,0.01
84,Purity,0.14296732101849763,0.21059159797952798,0.012544471249332572,0.01
85,Care,0.042441532749712074,0.09730367952555374,0.030726466377550745,0.01
86,Fairness,0.016855523299942665,0.04907950731002919,0.047194276789880626,0.01
87,Loyalty,0.1289756581181951,0.19106085903238934,0.014949884428729887,0.01
88,Authority,0.08046472760551748,0.13930099370748128,0.01021549557267847,0.1
89,Purity,0.11690990919273747,0.20559259558020804,0.015674297054710493,0.01
90,Care,0.04286547127913132,0.08131419902118397,0.0024353188449739373,0.9
91,Fairness,0.011554153614582119,0.06128251795360018,0.03476193665488317,0.01
92,Loyalty,0.09761048767818659,0.21818309060462726,0.010206956968942417,0.01
93,Authority,0.06649741498007111,0.16288171957119535,0.016385408652577746,0.01
94,Purity,0.13793238531564866,0.20748751537102428,0.013297033327233367,0.01
95,Care,0.02699221088413495,0.10024803739245514,0.03099729342738744,0.01
96,Fairness,0.02671373112990605,0.03741475633227753,0.06290909420555116,0.01
