,foundation,test_r2,train_r2,alpha,l1_ratio
0,Care,0.014800056349848822,0.07386548320940312,5.4249761993112646e-05,0.1
1,Fairness,-0.004680866024417085,0.04013513908341804,7.936010917365727e-05,0.3
2,Loyalty,0.0692908369571078,0.13704062867125077,5.426713363185373e-05,0.7
3,Authority,0.06105406087127474,0.11393296176723888,6.905322618477748e-05,0.9
4,Purity,0.08722141631085067,0.1478845163981578,8.893546271812564e-05,0.9
5,Care,0.007852418344802214,0.08341613236676382,7.308330998689224e-05,0.9
6,Fairness,-0.0005791604737455103,0.055391235549549944,5.41858598960503e-05,0.01
7,Loyalty,0.09079808118019728,0.12255262618537932,6.457685890705328e-05,0.7
8,Authority,0.07263859475986467,0.09432220106096045,7.53594391269736e-05,0.7
9,Purity,0.10630683006400832,0.14612036132614292,6.180071132187002e-05,0.7
10,Care,0.0027077457589124165,0.07369054920076379,8.466224892214606e-05,0.9
11,Fairness,-0.01915001378527803,0.0629080242368183,5.042617927545392e-05,0.3
12,Loyalty,0.07611711276371125,0.1380115200057278,3.061755406548077e-05,0.1
13,Authority,0.05419619512039486,0.09968057952768139,8.85733145536135e-05,0.9
14,Purity,0.09076723327300129,0.1516117187214976,4.350710996394984e-05,0.5
15,Care,0.005688907450561831,0.07726032790600901,8.586550108325496e-05,0.9
16,Fairness,0.009091051948003526,0.03799890183594645,0.000100870464405394,0.01
17,Loyalty,0.07080801428015293,0.13990613137414531,5.340985367373797e-05,0.7
18,Authority,0.04719814383179011,0.12355941381747593,7.183147393288466e-05,0.9
19,Purity,0.05760257246154532,0.16900859921017808,3.7974186218405367e-05,0.5
20,Care,0.02135573705706062,0.0673863949617779,9.695919761735239e-05,0.99
21,Fairness,0.009383668826521419,0.03508545572235844,9.286669933770076e-05,0.5
22,Loyalty,0.04644284743312066,0.1344793281058474,7.919198624003313e-05,0.9
23,Authority,0.02957930266724773,0.10591700448652197,8.968174593210105e-05,0.9
24,Purity,0.09024480204946861,0.14421064125658467,6.396167746232622e-05,0.7
25,Care,0.02534087185076095,0.08163691475943913,6.33356204364219e-05,0.7
26,Fairness,-0.007167599722169182,0.06015891359897485,5.4732813261171335e-05,0.3
27,Loyalty,0.06461778958021736,0.15173261180757036,2.3960799042652158e-05,0.1
28,Authority,0.07230102550371142,0.10860104116670388,7.582133383796941e-05,0.9
29,Purity,0.08795553286663893,0.162800916038513,3.176026861344798e-05,0.3
30,Care,0.01916353756020417,0.06934230265213959,7.4360570233768e-05,0.7
31,Fairness,0.00988861038075961,0.03780866880112321,7.940959439818302e-05,0.7
32,Loyalty,0.06189842404770607,0.1352534036233073,5.747842011269252e-05,0.7
33,Authority,0.0454947370916452,0.11384918248963583,5.238084444074044e-05,0.5
34,Purity,0.09612656695755073,0.15041435313963214,5.601233884725779e-05,0.7
35,Care,0.00408478282015734,0.07382478536020742,9.498267426438333e-05,0.99
36,Fairness,0.00015702685272522832,0.009616050945705501,0.00022671148707210578,0.99
37,Loyalty,0.05642878057876066,0.14271155751596176,3.028705716662192e-05,0.1
38,Authority,0.043232190069295795,0.10953298640542064,9.150796653086979e-05,0.99
39,Purity,0.05985257655528953,0.16574172197354609,4.968104134444685e-05,0.7
40,Care,0.02940934642559212,0.0565396222957415,8.97116736236454e-05,0.7
41,Fairness,0.002883381853156619,0.038585039268380084,8.76850115519868e-05,0.5
42,Loyalty,0.06657318120501377,0.1385345402955407,5.471745711817468e-05,0.7
43,Authority,0.05438010469235155,0.10503055686987361,6.969107805506128e-05,0.7
44,Purity,0.07335632403223169,0.15178430370638163,4.7712913122863326e-05,0.5
45,Care,0.01475142443080768,0.08533139215546748,5.8752933939389166e-05,0.5
46,Fairness,0.0092048733436505,0.046214474090293445,7.554006100380234e-05,0.01
47,Loyalty,0.07581041395360844,0.13057236356108215,5.8793306610632104e-05,0.7
48,Authority,0.06401274593937845,0.10424945784721562,6.66865719079827e-05,0.7
49,Purity,0.10227557661916975,0.14433484507174787,4.959968478650004e-05,0.5
50,Care,0.030664545664943477,0.06607940055837946,9.523884224387946e-05,0.99
51,Fairness,-0.0010295355042382326,0.05153892170005259,6.885770529446855e-05,0.7
52,Loyalty,0.05924664896229859,0.14156445162609121,5.5061080709257345e-05,0.7
53,Authority,0.045891574883189956,0.11950000784055903,7.472987952446366e-05,0.9
54,Purity,0.08506064257102186,0.16145118293182592,3.333005380719164e-05,0.3
55,Care,0.03259885433327747,0.0673184769795444,7.304722954697314e-05,0.5
56,Fairness,-0.002563642971176616,0.00681270003993284,0.00024926181105191624,0.99
57,Loyalty,0.0901445739835548,0.1384026904087431,4.091497333233246e-05,0.5
58,Authority,0.08444132643505198,0.09290433714561908,8.832228180775554e-05,0.9
59,Purity,0.10769474777345245,0.1424595307835751,4.1850622863768884e-05,0.3
60,Care,0.030465439622899715,0.06244451830589015,8.217194954799485e-05,0.7
61,Fairness,-0.0020824615729249096,0.04734076227700823,6.570773958073506e-05,0.01
62,Loyalty,0.061604698186709106,0.13939109882704015,5.520524869572271e-05,0.7
63,Authority,0.05693449465300804,0.10498459696511941,6.611232744253211e-05,0.7
64,Purity,0.0896969091399733,0.1329174359288693,7.328383360334425e-05,0.7
65,Care,0.02430225773017336,0.07993438992832358,4.772630703170859e-05,0.1
66,Fairness,0.007315101860091766,0.0469309152566485,6.443299186789047e-05,0.5
67,Loyalty,0.07706787598011478,0.13800123246458273,5.3469126484976355e-05,0.7
68,Authority,0.03135886777367136,0.1223966885282528,5.5183787420493165e-05,0.7
69,Purity,0.07709965248860895,0.16652902398702218,4.802153715429441e-05,0.7
70,Care,-0.0019546791929683227,0.09050894556533584,6.243837441305666e-05,0.7
71,Fairness,0.002564774277167503,0.04562379401240235,8.68066426503208e-05,0.01
72,Loyalty,0.0777064896949694,0.12122419043937416,8.062112649655383e-05,0.9
73,Authority,0.0463547215802087,0.10142112334588427,0.0001041833064249519,0.99
74,Purity,0.07847782379206658,0.15386546488566544,5.775621149510106e-05,0.7
75,Care,0.03786792986629084,0.05671179310327645,8.579263334438221e-05,0.7
76,Fairness,0.0062306153211653115,0.011677596177300908,0.00016470976297091762,0.99
77,Loyalty,0.06394519965293544,0.13463066682168712,3.5206710447739925e-05,0.1
78,Authority,0.05748994424099374,0.10884861298009052,6.239244552238259e-05,0.7
79,Purity,0.07733733070104887,0.14579751221568604,6.556345978363156e-05,0.7
80,Care,0.011328924894159265,0.07291185265251687,8.428240253405783e-05,0.9
81,Fairness,0.002212580700754252,0.04653081328673525,8.280923663937079e-05,0.01
82,Loyalty,0.08874218417531221,0.1280024381450825,5.6436225571782254e-05,0.7
83,Authority,0.059186174478947584,0.11136476042225185,5.777950774013409e-05,0.7
84,Purity,0.09779316145758732,0.15681883194819346,4.9303767646598874e-05,0.7
85,Care,0.014037537719807758,0.07449582383045905,7.892644390092381e-05,0.7
86,Fairness,0.004573887917252328,0.03919329430885854,9.495905619313231e-05,0.1
87,Loyalty,0.062388868810717035,0.12982097768004297,6.133250867526215e-05,0.7
88,Authority,0.04337551256230299,0.10552823949301715,8.564831818213933e-05,0.9
89,Purity,0.06441753892337265,0.151422051784454,6.405424701833349e-05,0.7
90,Care,0.03015587664852426,0.06535015648714182,8.753571246723077e-05,0.9
91,Fairness,-0.00497798183467002,0.04007675443507075,8.494821258926978e-05,0.9
92,Loyalty,0.06288998262559842,0.14647814945569027,2.8569443329045024e-05,0.1
93,Authority,0.057259121558129844,0.12230807206260175,6.391686645115308e-05,0.9
94,Purity,0.1039109211638829,0.14556719310997845,6.0997646693859696e-05,0.7
95,Care,0.0072355912116576215,0.08765949205947665,4.9554691276084654e-05,0.3
96,Fairness,0.008889593600541312,0.03916443437759187,8.55582977969401e-05,0.3
97,Loyalty,0.06689614742340744,0.13621557501643855,5.69953595935767e-05,0.7
98,Authority,0.04653858037081049,0.11301251038684967,7.919000185947786e-05,0.9
99,Purity,0.07386026918247668,0.16438280006596828,2.671336333100496e-05,0.1
100,Care,0.01741427557173858,0.06859682833389846,9.239694825746314e-05,0.9
101,Fairness,0.010571776366843255,0.03330359107369385,0.00010207961721743666,0.3
102,Loyalty,0.08312320535826823,0.12879488941395734,5.647901148451651e-05,0.7
103,Authority,0.06504021694223994,0.10778049868119477,5.0145313471864055e-05,0.5
104,Purity,0.09329960495038614,0.15567307613792913,3.397831768198372e-05,0.3
105,Care,0.02700291325913462,0.07442749167446705,5.673899012697803e-05,0.3
106,Fairness,0.010065382988359461,0.05047163742831007,5.6415277838678294e-05,0.01
107,Loyalty,0.0454257265175263,0.13312337471986457,8.441262108958809e-05,0.9
108,Authority,0.03818515371833309,0.1225671259139065,6.88418454523883e-05,0.9
109,Purity,0.0792518656600033,0.15321941399863004,6.093143174236061e-05,0.7
110,Care,0.029225692533817682,0.04355106868556824,0.00012953337201673746,0.99
111,Fairness,0.013963008195009508,0.04819282395954738,6.827702905457844e-05,0.5
112,Loyalty,0.06523516899547765,0.14449879858834636,6.886109729916393e-05,0.9
113,Authority,0.03483331302362769,0.12399120366976046,5.594836982531731e-05,0.7
114,Purity,0.08538574468498916,0.16261030073566163,5.1251095489904254e-05,0.7
115,Care,0.02351600346532512,0.07155702161390243,7.049262920245666e-05,0.5
116,Fairness,0.008508157785913517,0.04258459947737536,7.961156059089722e-05,0.3
117,Loyalty,0.08783536148397053,0.11341522143209626,6.83267985317366e-05,0.7
118,Authority,0.06539297892452534,0.0944411019201904,0.00010027529025300354,0.99
119,Purity,0.10726780829396265,0.12994367973166965,6.995014647955626e-05,0.7
